order_id,lat,lon
0,40.419262878833976,-3.7198973010230487
1,40.41709333634114,-3.713082511709693
2,40.41676343014106,-3.7160356473630305
3,40.4197033,-3.712296
4,40.41901289999999,-3.719571999999999
5,40.4169734,-3.7121315
6,40.4138972,-3.7150633000000006
7,40.421336698338614,-3.710523502235547
8,40.421008004823754,-3.7107450793779493
9,40.422351943422434,-3.7111467484960623
10,40.4217137,-3.710967799999999
11,40.41903300322555,-3.7086394096018322
12,40.41973122442781,-3.7089815705538274
13,40.421326395764346,-3.707633611209416
14,40.42077316756837,-3.707714548359234
15,40.4213195,-3.709619800000002
16,40.4212309,-3.7092828
17,40.419989840940886,-3.710078304983818
18,40.41791641031532,-3.710438280997334
19,40.42058527300114,-3.7113665155011124
20,40.4204263,-3.7114436
21,40.4192712,-3.7100105
22,40.4206109,-3.7112651
23,40.4200484,-3.710519399999999
24,40.41739309541391,-3.709584804969554
25,40.41880498708774,-3.7085389779094133
26,40.417591444716315,-3.7088294371334
27,40.41743705330946,-3.710321917420034
28,40.4174349,-3.709263
29,40.4172714,-3.7104144
30,40.41578991488709,-3.710721439920958
31,40.41592014875411,-3.710680995325931
32,40.416483383295926,-3.71050450805698
33,40.4157844,-3.7094666
34,40.4157148,-3.7101426000000006
35,40.414630666713215,-3.7090025167107386
36,40.415626208049645,-3.709164821662364
37,40.41495940000001,-3.709188900000001
38,40.413925587773136,-3.7129253660489834
39,40.41448496196502,-3.712383273230135
40,40.41481456960161,-3.7133377892648527
41,40.41435059250812,-3.710022053592358
42,40.4134037,-3.708509700000001
43,40.41225871020415,-3.710255518703182
44,40.41306887209847,-3.711587028967317
45,40.412745632270976,-3.709622844297006
46,40.41180419999999,-3.7103632
47,40.4124412,-3.7106308
48,40.41178012909505,-3.709480115823307
49,40.413048119822754,-3.7077477717068215
50,40.4123719,-3.7084173
51,40.411294326446225,-3.7090830841079128
52,40.41043519805473,-3.7094555043586657
53,40.41062972326464,-3.709949863438782
54,40.4107933,-3.7096895
55,40.4109863850988,-3.7115044446191234
56,40.41114031736202,-3.711540523337008
57,40.411371323789446,-3.7108114270930725
58,40.41072179999999,-3.7126081
59,40.41299701958322,-3.713665694266701
60,40.41253003395008,-3.7132386818978036
61,40.40998529540276,-3.713316030137128
62,40.41143509999999,-3.7128709
63,40.4109492,-3.7130563
64,40.41323289786405,-3.7118656047392493
65,40.41279268144931,-3.7119440283567817
66,40.41263172736379,-3.7119342966545235
67,40.4136206,-3.7129106
68,40.4137341,-3.711996
69,40.41319905470242,-3.7149756022725353
70,40.41139077081086,-3.714952563596937
71,40.411218328133266,-3.715013305320272
72,40.41194199999697,-3.7165949331324244
73,40.411818,-3.7144213
74,40.412609,-3.713908000000001
75,40.413719,-3.7157356
76,40.4089715100995,-3.7162954336713017
77,40.40838366433267,-3.7159905670165396
78,40.410731573825316,-3.717507439892319
79,40.4109328,-3.7179206
80,40.4092045,-3.716717000000001
81,40.4095342,-3.7169747000000006
82,40.4088349,-3.7155408000000008
83,40.4088349,-3.7155408000000008
84,40.40932197652866,-3.711997337620987
85,40.409569011415776,-3.7141913698731437
86,40.40936964197264,-3.714272447590058
87,40.4086555257542,-3.712434381451185
88,40.40772179667988,-3.712351046779914
89,40.40761360808256,-3.712095213480663
90,40.40917210727096,-3.7107953871378885
91,40.4091176,-3.7107543
92,40.407050566452206,-3.70968755770359
93,40.408602302098835,-3.7104621342491133
94,40.40739323146525,-3.708941356239793
95,40.4076182,-3.7097586
96,40.4079595,-3.709843100000001
97,40.409434821324545,-3.7093600350440727
98,40.4085792048488,-3.708471869437951
99,40.40938707726293,-3.709037899176032
100,40.4088034,-3.7099964
101,40.4082812,-3.7085281
102,40.41004100000001,-3.709252300000001
103,40.41037806140167,-3.709018483180147
104,40.410230073603316,-3.7085214745000368
105,40.410686501963006,-3.70752979124578
106,40.4100882,-3.707478000000001
107,40.4103019,-3.7075848
108,40.411602209168976,-3.7070539449714115
